,0,1,2,3,4,5,6
930,0,17.29,222,Monitoreo de agua y electricidad,0,20.09,1
931,0,17.32,76,Monitoreo de agua y electricidad,0,20.42,1
932,0,17.35,123,Monitoreo de agua y electricidad,0,52.63,1
933,0,17.4,18,Monitoreo de agua y electricidad,0,20.79,1
934,0,17.42,215,Monitoreo de agua y electricidad,0,20.23,1
935,0,17.44,194,Monitoreo de agua y electricidad,0,20.75,1
936,0,17.46,229,Monitoreo de agua y electricidad,0,21.08,1
937,0,17.5,243,Control de iluminacion,0,23.94,0
938,0,17.5,325,Control de iluminacion,0,20.29,0
939,0,17.5,36,Monitoreo de agua y electricidad,0,32.3,1
940,0,17.55,234,Monitoreo de agua y electricidad,0,20.08,1
941,0,17.57,117,Monitoreo de agua y electricidad,0,20.03,1
942,0,17.59,42,Control de iluminacion,0,21.46,0
943,0,17.6,184,Monitoreo de agua y electricidad,0,21.15,1
944,0,17.62,39,Control de iluminacion,0,20.27,0
945,0,17.74,124,Control de iluminacion,0,29.99,0
946,0,17.86,146,Monitoreo de agua y electricidad,0,21.46,1
947,0,17.91,78,Monitoreo de agua y electricidad,0,20.54,1
948,0,17.93,100,Monitoreo de agua y electricidad,0,20.01,1
949,0,17.94,189,Control de iluminacion,0,20.4,0
950,0,17.94,10,Monitoreo de agua y electricidad,0,21.86,1
951,0,17.98,230,Monitoreo de agua y electricidad,0,20.34,1
952,0,17.99,181,Monitoreo de agua y electricidad,0,21.88,1
953,0,18.09,118,Monitoreo de agua y electricidad,0,20.48,1
954,0,18.1,249,Monitoreo de agua y electricidad,0,20.14,1
955,0,18.15,7,Control de iluminacion,0,20.02,0
956,0,18.15,54,Control de iluminacion,0,20.6,0
957,0,18.19,225,Monitoreo de agua y electricidad,0,20.24,1
958,0,18.26,285,Control de iluminacion,0,20.46,0
959,0,18.41,254,Monitoreo de agua y electricidad,0,25.85,1
960,0,18.43,169,Deteccion de terremotos,0,20.2,0
961,0,18.43,81,Monitoreo de agua y electricidad,0,20.93,1
962,0,18.52,158,Monitoreo de agua y electricidad,0,29.04,1
963,0,18.55,67,Control de iluminacion,0,21.21,0
964,0,18.55,23,Monitoreo de agua y electricidad,0,20.08,1
965,0,18.59,106,Monitoreo de agua y electricidad,0,20.17,1
966,0,18.65,162,Monitoreo de agua y electricidad,0,23.3,1
967,0,18.67,558,Deteccion de terremotos,0,20.39,0
968,0,18.73,144,Control de iluminacion,0,20.12,0
969,0,18.73,249,Deteccion de terremotos,0,20.0,0
970,0,18.76,31,Monitoreo de agua y electricidad,0,31.94,1
971,0,18.76,209,Monitoreo de agua y electricidad,0,20.26,1
972,0,18.77,170,Monitoreo de agua y electricidad,0,20.2,1
973,0,18.83,166,Control de iluminacion,0,21.94,0
974,0,18.85,110,Monitoreo de agua y electricidad,0,21.1,1
975,0,18.87,286,Control de iluminacion,0,20.31,0
976,0,18.93,24,Monitoreo de agua y electricidad,0,20.99,1
977,0,18.93,45,Monitoreo de agua y electricidad,0,22.96,1
978,0,19.03,360,Control de iluminacion,0,20.49,0
979,0,19.09,92,Control de iluminacion,0,20.16,0
980,0,19.12,259,Control de iluminacion,0,20.11,0
981,0,19.12,25,Monitoreo de agua y electricidad,0,23.14,1
982,0,19.13,82,Monitoreo de agua y electricidad,0,20.87,1
983,0,19.21,502,Deteccion de terremotos,0,20.02,0
984,0,19.24,394,Deteccion de terremotos,0,20.16,0
985,0,19.27,144,Monitoreo de agua y electricidad,0,34.5,1
986,0,19.27,227,Monitoreo de agua y electricidad,0,20.23,1
987,0,19.32,1,Monitoreo de agua y electricidad,0,22.91,1
988,0,19.32,201,Monitoreo de agua y electricidad,0,122.19,1
989,0,19.36,172,Monitoreo de agua y electricidad,0,20.41,1
990,0,19.38,93,Control de iluminacion,0,20.02,0
991,0,19.44,46,Monitoreo de agua y electricidad,0,21.09,1
992,0,19.45,195,Control de iluminacion,0,20.12,0
993,0,19.46,1,Control de iluminacion,0,21.69,0
994,0,19.47,307,Deteccion de terremotos,0,20.06,0
995,0,19.48,151,Monitoreo de agua y electricidad,0,20.43,1
996,0,19.53,321,Control de iluminacion,0,20.97,0
997,0,19.55,77,Monitoreo de agua y electricidad,0,20.47,1
998,0,19.57,455,Deteccion de terremotos,0,43.21,0
999,0,19.59,595,Deteccion de terremotos,0,21.04,0
1000,0,19.6,322,Control de iluminacion,0,20.01,0
1001,0,19.68,95,Monitoreo de agua y electricidad,0,20.81,1
1002,0,19.7,66,Control de iluminacion,0,22.09,0
1003,0,19.73,79,Monitoreo de agua y electricidad,0,21.47,1
1004,0,19.74,620,Deteccion de terremotos,0,20.13,0
1005,0,19.77,69,Monitoreo de agua y electricidad,0,20.68,1
1006,0,19.82,380,Control de iluminacion,0,20.06,0
1007,0,19.87,341,Control de iluminacion,0,20.5,0
1008,0,19.88,356,Control de iluminacion,0,26.43,0
1009,0,19.9,133,Monitoreo de agua y electricidad,0,20.37,1
1010,0,19.98,19,Monitoreo de agua y electricidad,0,20.13,1
